N,P,K,temperature,humidity,ph,rainfall,label,label_encoded
0.6642857142857143,0.36428571428571427,0.185,0.41130428772206656,0.7928680409428528,0.6030802794687624,0.6282891544590585,rice,20
0.46428571428571425,0.39285714285714285,0.19,0.3553035666719912,0.7890587397674115,0.33488395612925403,0.7442187507067963,rice,20
0.6785714285714286,0.33571428571428574,0.155,0.48176177179534524,0.8116554445565048,0.3170296479151897,0.9567027311278595,rice,20
0.5357142857142857,0.2357142857142857,0.17,0.3991113213592939,0.8228223034190344,0.421495297083599,0.9474534531095651,rice,20
0.5285714285714286,0.35,0.165,0.4647221218954272,0.8073853675717793,0.5622597792059969,0.7083470645154438,rice,20
0.65,0.22142857142857142,0.2,0.42871762571366295,0.7955346979677048,0.380368046713391,0.890123768441279,rice,20
0.5071428571428571,0.29285714285714287,0.17500000000000002,0.30504910788854783,0.7916759829980637,0.5803665189244371,0.6170038292290048,rice,20
0.7071428571428571,0.35714285714285715,0.15000000000000002,0.3479319632432341,0.7696919855063603,0.46606341814654506,0.9260011374295959,rice,20
0.5142857142857142,0.25,0.165,0.30903775683097673,0.7926615220703341,0.635695672381545,0.8081221205180347,rice,20
0.5928571428571429,0.37857142857142856,0.2,0.4676852128919083,0.8079460104703061,0.3686576481109419,0.8099599204584507,rice,20
0.6642857142857143,0.37857142857142856,0.165,0.3150008003061386,0.8109228291862188,0.5330431602901815,0.9316866378361162,rice,20
0.5,0.22142857142857142,0.185,0.3514144692478591,0.7754065494096496,0.5351907387077715,0.6544757214206767,rice,20
0.5428571428571428,0.3,0.185,0.29921221057039166,0.8052965239322784,0.3474813561041047,0.8745354978249916,rice,20
0.7071428571428571,0.2571428571428572,0.155,0.4291503076827263,0.7989646668425696,0.5029128571139263,0.5832622064452652,rice,20
0.7071428571428571,0.35,0.16,0.33069263878784777,0.7708123245422375,0.3250322419733749,0.6411444728827358,rice,20
0.6142857142857142,0.38571428571428573,0.15000000000000002,0.4686333742903344,0.7915324783376879,0.5352570630553264,0.8022335062851275,rice,20
0.4928571428571428,0.29285714285714287,0.18000000000000002,0.40488830187431407,0.7702401321139195,0.23441804419644707,0.872642595447478,rice,20
0.65,0.36428571428571427,0.16,0.39867015601832273,0.7735402616057914,0.4445675653534684,0.8956122818654779,rice,20
0.4357142857142857,0.33571428571428574,0.18000000000000002,0.4445573845086012,0.8123034184744057,0.5249613147265499,0.6631567445315664,rice,20
0.47857142857142854,0.2857142857142857,0.165,0.37775785530838407,0.7922259583851893,0.5902735247270381,0.8646568437558132,rice,20
0.5642857142857143,0.2642857142857143,0.16,0.4414773688893943,0.8000363579155829,0.47947187139147274,0.9893993874963669,rice,20
0.5571428571428572,0.2714285714285714,0.185,0.3360480531382852,0.8019375686782435,0.5876804700662586,0.6183193719372307,rice,20
0.5357142857142857,0.35,0.155,0.48370700460718735,0.8202054010504025,0.5472782068893216,0.8524562724237098,rice,20
0.6928571428571428,0.22142857142857142,0.2,0.3629288947765142,0.7885868465135255,0.5340824959468198,0.9264198928869561,rice,20
0.47857142857142854,0.3,0.195,0.4966603224734713,0.7877380544712488,0.678614725492855,0.9347736543619878,rice,20
0.5214285714285715,0.2142857142857143,0.165,0.44195871313605567,0.7899930096688791,0.23335547305975568,0.5954214483449002,rice,20
0.5499999999999999,0.22142857142857142,0.16,0.5012266771906302,0.7839394559199626,0.40921323027923195,0.6264275509354796,rice,20
0.5785714285714285,0.2571428571428572,0.165,0.37628897902312547,0.8104012508016996,0.6250569568778976,0.649192723844644,rice,20
0.4857142857142857,0.37142857142857144,0.19,0.47758854869350303,0.7713345822010705,0.3424689020286238,0.5844934617565878,rice,20
0.5142857142857142,0.2857142857142857,0.15000000000000002,0.45801600051036045,0.8012798906915928,0.35048762027706004,0.6292326579079562,rice,20
0.4357142857142857,0.34285714285714286,0.19,0.48693227751118556,0.7792268559255169,0.44241124322810443,0.7298608232371149,rice,20
0.47857142857142854,0.2714285714285714,0.17,0.4762530516653572,0.824870127545692,0.3880381638688548,0.5983226078068953,rice,20
0.47857142857142854,0.37857142857142856,0.17,0.4536478354095553,0.7732468734291199,0.30306954190014124,0.718179375659194,rice,20
0.4714285714285714,0.39285714285714285,0.165,0.3586831220468401,0.8073873783310692,0.44598337248693887,0.7599285149092664,rice,20
0.5857142857142857,0.2714285714285714,0.165,0.3943408533098743,0.7836230805545774,0.24895051200054907,0.7979404096911548,rice,20
0.6,0.32142857142857145,0.195,0.4596837626906854,0.7833095045272834,0.37798820758052,0.5835974106323488,rice,20
0.5785714285714285,0.34285714285714286,0.185,0.40591328473682003,0.7789858291479493,0.26018393088566794,0.7669951932870933,rice,20
0.65,0.32142857142857145,0.17500000000000002,0.32122562853666786,0.8151309039293788,0.4599507991120324,0.7544955001874991,rice,20
0.6642857142857143,0.34285714285714286,0.165,0.502578301210066,0.7892328992621542,0.5543129587287339,0.9716875453261238,rice,20
0.6428571428571428,0.2785714285714286,0.165,0.4106464680117338,0.8122108624205505,0.6171342480398623,0.7939320884788353,rice,20
0.5785714285714285,0.2857142857142857,0.15000000000000002,0.49066009492281554,0.7683351313902118,0.4126726279906573,0.7138707029275813,rice,20
0.5571428571428572,0.25,0.165,0.4887457722518736,0.8118907185583933,0.6290681928862265,0.8191676797135141,rice,20
0.42857142857142855,0.32857142857142857,0.155,0.37682713295887266,0.7996941326804504,0.3924473458070016,0.850677876357239,rice,20
0.6285714285714286,0.29285714285714287,0.185,0.3764294654323184,0.8073080483535336,0.48212721639750145,0.625308509128889,rice,20
0.6642857142857143,0.3,0.16,0.34227713835270085,0.7918684488364044,0.4658527614264214,0.9905326071951941,rice,20
0.42857142857142855,0.35714285714285715,0.2,0.33856981838828965,0.8057418140836771,0.3780505699282002,0.9605407962029802,rice,20
0.5571428571428572,0.2142857142857143,0.195,0.49109831919913943,0.8214225970442514,0.5548546712755156,0.587072654377368,rice,20
0.46428571428571425,0.2285714285714286,0.17500000000000002,0.39650580928603524,0.8088425109467978,0.2843661054370237,0.6042863030038437,rice,20
0.5071428571428571,0.35,0.055,0.3743622822556269,0.5766501829744293,0.34915146944888276,0.24267487037478241,maize,11
0.4357142857142857,0.2785714285714286,0.060000000000000005,0.4779303154955022,0.6686206789238394,0.532943061825939,0.29479186646956235,maize,11
0.5714285714285714,0.2714285714285714,0.055,0.40243982263223027,0.6688393381769819,0.49036492871886184,0.16708776484971063,maize,11
0.5214285714285715,0.37857142857142856,0.07999999999999999,0.295899038419879,0.5065649340363982,0.48073804736437986,0.14528692083923248,maize,11
0.4357142857142857,0.2357142857142857,0.07500000000000001,0.2515425516478392,0.5650353629414452,0.3834488887652969,0.1624834679759787,maize,11
0.4857142857142857,0.2571428571428572,0.055,0.34950815289096976,0.5080310037501565,0.4127431766881986,0.29414492612840204,maize,11
0.6642857142857143,0.2571428571428572,0.060000000000000005,0.4637175761795517,0.6094700989361463,0.39549308301910047,0.3062854501493771,maize,11
0.6357142857142857,0.39285714285714285,0.07,0.4509507026820558,0.611641436200682,0.37461670462104024,0.20785115158106265,maize,11
0.5428571428571428,0.2785714285714286,0.060000000000000005,0.3091078950293766,0.563392989988472,0.3655624222126477,0.16190732275395706,maize,11
0.47857142857142854,0.39285714285714285,0.1,0.4429214491569355,0.6127611243090868,0.3492044249821641,0.319760474743859,maize,11
0.5,0.2785714285714286,0.07,0.3952533678522338,0.690544386649836,0.36512149642980773,0.26616190701709436,maize,11
0.6428571428571428,0.3142857142857143,0.07999999999999999,0.4405018622139028,0.631101218612986,0.4615264051446464,0.1934388515856877,maize,11
0.44285714285714284,0.33571428571428574,0.055,0.3643122063094572,0.5200667797459115,0.5384328512765477,0.15684971705575398,maize,11
0.6571428571428571,0.2785714285714286,0.055,0.2633829089846333,0.6008844611179451,0.40094646241088283,0.2678316322555852,maize,11
0.4714285714285714,0.35,0.07999999999999999,0.450896124411779,0.5359317889462348,0.37545352387562425,0.18650153666668629,maize,11
0.45,0.37857142857142856,0.08499999999999999,0.24486317461328672,0.4785619302464208,0.4198838636986596,0.15632295252992895,maize,11
0.5,0.3,0.060000000000000005,0.43375129988945677,0.6551060601042024,0.48147927880379227,0.30160479276617047,maize,11
0.4357142857142857,0.2571428571428572,0.060000000000000005,0.44946953933507966,0.5949781741102249,0.3914490591563292,0.20288674655531502,maize,11
0.4714285714285714,0.34285714285714286,0.07,0.3886170154358572,0.5349492080943528,0.39326046584233143,0.16269526464765038,maize,11
0.5285714285714286,0.35714285714285715,0.07,0.23881184275973605,0.5673524688807616,0.43296566617280197,0.23001664049662685,maize,11
0.5499999999999999,0.37142857142857144,0.07999999999999999,0.44323442287365894,0.6946295871672622,0.47366270823653633,0.21386659119872065,maize,11
0.7071428571428571,0.32142857142857145,0.049999999999999996,0.2416861659435952,0.663017617146723,0.321683555231411,0.24381731748733826,maize,11
0.5285714285714286,0.36428571428571427,0.08499999999999999,0.24574150852471816,0.6112825845514367,0.5169940905020012,0.21830327423106255,maize,11
0.5928571428571429,0.2857142857142857,0.07999999999999999,0.26207382955504605,0.5190246080004526,0.3439120081918874,0.21391150753302068,maize,11
0.7142857142857143,0.30714285714285716,0.055,0.46660610089454074,0.6178429409812157,0.31804704102528203,0.19509202367513734,maize,11
0.5642857142857143,0.32857142857142857,0.055,0.4552891636537238,0.6327332322535514,0.47921152319644866,0.2739459302662168,maize,11
0.6714285714285714,0.24285714285714288,0.065,0.41231143794807495,0.5042905207734976,0.37141759367707894,0.29681792010671304,maize,11
0.5357142857142857,0.3142857142857143,0.049999999999999996,0.34234480095946657,0.6678541530319428,0.37533195469070313,0.2955788228373591,maize,11
0.5571428571428572,0.30714285714285716,0.08499999999999999,0.38850617315226027,0.5698130020224177,0.32407287706893206,0.1804335409130916,maize,11
0.6214285714285714,0.35,0.07500000000000001,0.4635796506145485,0.5740892833491743,0.47768339615797917,0.31837425849055523,maize,11
0.6214285714285714,0.2142857142857143,0.1,0.339657353754024,0.5704844470084507,0.4157330169977168,0.16410430438306778,maize,11
0.45,0.2714285714285714,0.07,0.25270861501400294,0.48146750460054655,0.4878676418015757,0.25427366961412556,maize,11
0.6,0.37142857142857144,0.1,0.37203062812544613,0.6268330639640693,0.4640950226778857,0.15878417645783868,maize,11
0.45714285714285713,0.2142857142857143,0.09,0.38644568274676,0.5556993517982576,0.3383350273737753,0.15386148171757907,maize,11
0.42857142857142855,0.29285714285714287,0.08499999999999999,0.44209044199874564,0.5990883058497563,0.48530136862395556,0.24328658452406537,maize,11
0.7,0.2785714285714286,0.07999999999999999,0.46817430205105776,0.6979514315062816,0.4696060335621377,0.3135702706175825,maize,11
0.5357142857142857,0.36428571428571427,0.065,0.27885915563493086,0.561097924826654,0.34079903921498356,0.14636563932492996,maize,11
0.6142857142857142,0.35714285714285715,0.07999999999999999,0.34251771363863376,0.5294000341295972,0.5130646307495987,0.32168363914688164,maize,11
0.7,0.2142857142857143,0.065,0.4095285500609838,0.7065840710707718,0.42735623791778965,0.25705909775552593,maize,11
0.5428571428571428,0.37142857142857144,0.065,0.2664353203015883,0.7030479633388129,0.4024630434007316,0.26603747797779254,maize,11
0.7071428571428571,0.36428571428571427,0.060000000000000005,0.4187706218895871,0.6867761104699606,0.42448435298650067,0.1827359979555077,maize,11
0.42857142857142855,0.2785714285714286,0.09,0.4391514967835905,0.6507819772536032,0.34490058866600093,0.20304496747124573,maize,11
0.5285714285714286,0.30714285714285716,0.060000000000000005,0.34519307666561855,0.5368357976028142,0.4550093574732941,0.17606238899394816,maize,11
0.6357142857142857,0.39285714285714285,0.060000000000000005,0.4564034002981237,0.5010533562659204,0.3855474161097402,0.2927591154812288,maize,11
0.4928571428571428,0.32857142857142857,0.09,0.3625927567225203,0.6835507002193634,0.5127080431407265,0.3104379566169821,maize,11
0.6857142857142857,0.29285714285714287,0.08499999999999999,0.3140480471515951,0.6386000560250243,0.46578950254738816,0.16555712766563715,maize,11
0.4357142857142857,0.39285714285714285,0.049999999999999996,0.44153739619410065,0.6355810232626992,0.42934163731266983,0.255252712782332,maize,11
0.5285714285714286,0.37857142857142856,0.065,0.2978334887142354,0.4910889384579361,0.5011479582445666,0.31907038064079624,maize,11
0.5285714285714286,0.2714285714285714,0.09,0.4735473366492215,0.5556538798481816,0.43862121439550683,0.28514055147504935,maize,11
0.45,0.2714285714285714,0.060000000000000005,0.27560298298668545,0.5974122307186248,0.5136176770700149,0.1836122664939756,maize,11
0.7071428571428571,0.22142857142857142,0.07500000000000001,0.3139493906366096,0.5959579209778763,0.4924054222591945,0.20885581971592243,maize,11
0.5499999999999999,0.22142857142857142,0.09,0.4367593050215583,0.4955007470839249,0.4889280796135318,0.24516843199691662,maize,11
0.6214285714285714,0.39285714285714285,0.09,0.3048404928054815,0.5792412131924634,0.456324300863981,0.15193973837305888,maize,11
0.42857142857142855,0.2357142857142857,0.060000000000000005,0.24977266106447732,0.5830089379504461,0.46183015727612675,0.20191158287143152,maize,11
0.6714285714285714,0.35,0.060000000000000005,0.3974631209274058,0.5539443163650672,0.36808257029065206,0.3129473896537082,maize,11
0.6785714285714286,0.2357142857142857,0.08499999999999999,0.2922523232199939,0.5481201355755472,0.3461504902232815,0.28941257390256014,maize,11
0.6,0.2785714285714286,0.07999999999999999,0.3522522983927862,0.5558828416033953,0.36478445849186547,0.31276193675891656,maize,11
0.5499999999999999,0.37857142857142856,0.07,0.3800657011028948,0.4928576626158968,0.3556418762206558,0.2923813477987373,maize,11
0.4714285714285714,0.2785714285714286,0.07500000000000001,0.2693426463240995,0.6388531863206561,0.5031225675385977,0.21740306077599358,maize,11
0.45,0.2142857142857143,0.055,0.3569437364319537,0.5960706111050126,0.43040739817261897,0.2282083556053986,maize,11
0.5642857142857143,0.2857142857142857,0.07500000000000001,0.40976622378955146,0.5247938260140533,0.34375430342825064,0.25058818788898307,maize,11
0.5142857142857142,0.39285714285714285,0.1,0.2529147589611436,0.638907285509465,0.35281228890768845,0.24390643788426936,maize,11
0.47857142857142854,0.32857142857142857,0.095,0.40078104791296615,0.5489980724871014,0.3233763159067926,0.16011076304140176,maize,11
0.6142857142857142,0.22142857142857142,0.095,0.49128792712095165,0.6839851719095138,0.3549604907761358,0.19085795782621073,maize,11
0.5428571428571428,0.30714285714285716,0.065,0.275803037762611,0.6459903666793672,0.353204663435555,0.22633123231229468,maize,11
0.5357142857142857,0.34285714285714286,0.065,0.31719256063635476,0.5270353718724502,0.5225294651117471,0.29976833215228643,maize,11
0.5785714285714285,0.2857142857142857,0.09,0.2767246793782305,0.6273220561960807,0.41795742543077985,0.22999349303257477,maize,11
0.5214285714285715,0.2857142857142857,0.07999999999999999,0.4335258523279239,0.692113743855061,0.48707403971256236,0.2744063269590222,maize,11
0.5071428571428571,0.2142857142857143,0.095,0.3642667438246456,0.5280199041069047,0.36105014274570646,0.17156808962872652,maize,11
0.6857142857142857,0.35,0.08499999999999999,0.46610138140707397,0.5491642318732348,0.5373909953793012,0.22631976242477886,maize,11
0.7071428571428571,0.24285714285714288,0.065,0.2730006781323942,0.6304868326693014,0.40557721184794326,0.24300318123358478,maize,11
0.44285714285714284,0.30714285714285716,0.07500000000000001,0.3472779594016476,0.5391343578252044,0.4982155527038128,0.27125176645013066,maize,11
0.6142857142857142,0.2285714285714286,0.055,0.31208835764505066,0.524408577739315,0.31985228225039664,0.1702858477586361,maize,11
0.6714285714285714,0.32142857142857145,0.07,0.39485717041243235,0.692543022357182,0.36833056423697863,0.2779948444610429,maize,11
0.5428571428571428,0.24285714285714288,0.095,0.42311205719519224,0.4828185603294315,0.542909445218847,0.1581726925591926,maize,11
0.5499999999999999,0.33571428571428574,0.060000000000000005,0.44120235959124415,0.6005793379321492,0.3436906840705224,0.19979043273937103,maize,11
0.5285714285714286,0.24285714285714288,0.09,0.37474582875085133,0.6009610778477971,0.5094574879369769,0.24415851853770992,maize,11
0.5785714285714285,0.3142857142857143,0.07500000000000001,0.23855988016815216,0.5407702837965154,0.3124167779414736,0.30185464757962666,maize,11
0.45,0.2642857142857143,0.07999999999999999,0.3936340113006979,0.6774453640235013,0.35669531611164884,0.1684612094317838,maize,11
0.7071428571428571,0.2357142857142857,0.07999999999999999,0.3823739339499493,0.6688826257871088,0.4428568712517975,0.17070846710837406,maize,11
0.6428571428571428,0.33571428571428574,0.1,0.4742065126772171,0.6428295774285473,0.5159657264296615,0.2982306329667002,maize,11
0.4857142857142857,0.25,0.07,0.4792270998430967,0.6059885060300183,0.4899701753115322,0.31264677084392695,maize,11
0.42857142857142855,0.37142857142857144,0.095,0.25695622319852546,0.5517162410890799,0.40690575794417105,0.19695144849382873,maize,11
0.5071428571428571,0.33571428571428574,0.065,0.4484540296058594,0.48667079752084175,0.3555050669358113,0.2081902240794395,maize,11
0.4357142857142857,0.38571428571428573,0.060000000000000005,0.3958936504880651,0.5247987983766876,0.4618249326677428,0.3046430654226188,maize,11
0.6285714285714286,0.2357142857142857,0.049999999999999996,0.44769723346067164,0.6026785654979823,0.4588194480805068,0.15189802524940577,maize,11
0.46428571428571425,0.39285714285714285,0.08499999999999999,0.4561715884996385,0.6796535050539421,0.4824367819088671,0.3150763641399909,maize,11
0.5571428571428572,0.2285714285714286,0.08499999999999999,0.4554137434806736,0.5723026675514086,0.43944842280288454,0.19511326446704053,maize,11
0.5571428571428572,0.37857142857142856,0.049999999999999996,0.4455268982561808,0.6247798811178262,0.47025191465444016,0.1534129832596672,maize,11
0.6571428571428571,0.39285714285714285,0.09,0.2571435147460201,0.6679406420451353,0.3447586555450739,0.17863075444587279,maize,11
0.5642857142857143,0.38571428571428573,0.060000000000000005,0.3080137268959919,0.5772077214855208,0.48822518628077116,0.3172068938689123,maize,11
0.65,0.35714285714285715,0.049999999999999996,0.24007919180593856,0.680699843785106,0.4466170504889956,0.2110672558326287,maize,11
0.5428571428571428,0.32857142857142857,0.065,0.47999998763095325,0.6731433043356966,0.4264609310727139,0.21425627033692546,maize,11
0.6214285714285714,0.30714285714285716,0.1,0.25674248553593776,0.549680917102961,0.49017291005357233,0.2637306540770263,maize,11
0.5071428571428571,0.39285714285714285,0.08499999999999999,0.4771733497363449,0.5262647832832288,0.41989226869953267,0.2354802488781096,maize,11
0.6428571428571428,0.37142857142857144,0.095,0.26489798977868967,0.682923491937707,0.41274778997572437,0.22321041277269044,maize,11
0.47857142857142854,0.2142857142857143,0.08499999999999999,0.3949140297084061,0.5714681305874644,0.4480218168349662,0.31812250210646215,maize,11
0.42857142857142855,0.35,0.07,0.2595436528185641,0.5627459865124421,0.45301941990357597,0.17971243098223194,maize,11
0.5928571428571429,0.37857142857142856,0.09,0.2890661699512555,0.5296612149282233,0.44732476098657625,0.16273588489809795,maize,11
0.5928571428571429,0.37142857142857144,0.07,0.4669472940983343,0.658969024883653,0.5245628570040721,0.28211521585785804,maize,11
0.2857142857142857,0.47857142857142854,0.36,0.20835402132397457,0.03185312325068346,0.6191344056004657,0.24551911729699777,chickpea,3
0.16428571428571428,0.47857142857142854,0.39499999999999996,0.2676336049751357,0.03352103192507386,0.5311538589480045,0.21453551302103074,chickpea,3
0.2785714285714286,0.37857142857142856,0.39999999999999997,0.23398266807760498,0.013390177235208717,0.3875658731737891,0.17366000152251462,chickpea,3
0.15714285714285714,0.47857142857142854,0.39999999999999997,0.26310196230640354,0.016332124086625988,0.4488754849694989,0.24537274845086954,chickpea,3
0.2571428571428571,0.44285714285714284,0.36,0.24829324286999105,0.061893760652769275,0.5673198861389444,0.21215215788976832,chickpea,3
0.22857142857142856,0.48571428571428577,0.38,0.31011649959863435,0.013357792426932968,0.3863312194920724,0.26036561509842426,chickpea,3
0.41428571428571426,0.4642857142857143,0.39499999999999996,0.3161624349951156,0.027415579192196754,0.4239740644468126,0.1956244630582496,chickpea,3
0.42142857142857143,0.4642857142857143,0.39499999999999996,0.21755902611369343,0.052391845478329174,0.6292135329818076,0.22420096125158762,chickpea,3
0.3,0.40714285714285714,0.35,0.24263737177910555,0.05419997221262948,0.5451996458346275,0.22144409008105004,chickpea,3
0.3071428571428571,0.4357142857142857,0.37,0.28075498147176353,0.011284489155887784,0.6954307829076471,0.19534617618912248,chickpea,3
0.41428571428571426,0.4142857142857143,0.38,0.2911844761448174,0.005128250081743307,0.4682097644361365,0.2110800156482328,chickpea,3
0.16428571428571428,0.40714285714285714,0.39999999999999997,0.26625633924451214,0.061337453187845115,0.7752896512562022,0.21735174053522927,chickpea,3
0.19285714285714284,0.40714285714285714,0.36,0.24317942059816283,0.005280509833273189,0.4776829848265951,0.17952502528612657,chickpea,3
0.19999999999999998,0.47857142857142854,0.39499999999999996,0.25899008510193194,0.0574394829754481,0.4629664158254154,0.1845483975035771,chickpea,3
0.35714285714285715,0.36428571428571427,0.355,0.3262828707369207,0.06535044205126228,0.6938752554450316,0.19147222168963812,chickpea,3
0.2785714285714286,0.4714285714285714,0.39499999999999996,0.30508966315308145,0.02493253259237599,0.7209687613741291,0.22386343278689352,chickpea,3
0.17857142857142858,0.5214285714285715,0.355,0.22188279542629835,0.017473561105050023,0.5791625412331953,0.1679853835751807,chickpea,3
0.22142857142857142,0.4642857142857143,0.36,0.3231093731655152,0.0007593955530422469,0.4646402006721382,0.2523847893117879,chickpea,3
